score_diff,minutes_remaining,home_won
1,15.183333333333337,0
1,15.183333333333337,0
0,14.950000000000003,0
0,14.933333333333337,0
-2,14.649999999999999,0
0,14.466666666666669,0
0,14.466666666666669,0
0,14.299999999999997,0
-3,13.633333333333333,0
-5,13.299999999999997,0
-3,12.733333333333334,0
-3,12.670000000000002,0
-4,12.450000000000003,0
-4,12.450000000000003,0
-5,12.116666666666667,0
-5,12.028333333333336,0
-5,12.0,0
-5,12.0,0
-5,12.0,0
-5,11.766666666666666,0
-3,11.43333333333333,0
-1,11.116666666666667,0
2,10.666666666666664,0
3,10.666666666666664,0
3,10.299999999999997,0
3,10.200000000000003,0
4,9.833333333333336,0
4,9.25,0
4,9.18333333333333,0
1,8.766666666666666,0
1,8.766666666666666,0
1,8.700000000000003,0
-2,8.18333333333333,0
-2,8.18333333333333,0
-4,7.633333333333333,0
-4,7.566666666666663,0
-4,7.566666666666663,0
-4,7.133333333333333,0
-4,6.966666666666669,0
-6,6.033333333333331,0
